DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
82008.0,1905,1,100,67.5,3.0,0.6,,40.676241999999995,-73.94713,8.0,315.0,5.6164073951712,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55689.0,1996,1,100,81.2,9.3,0.5,68.24,,,,,5.004617221770693,4.223030903183424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74107.0,2006,1,100,55.9,12.1,0.2,47.2,40.612403,-74.17549,2.0,29102.0,4.0809215418899605,3.8543938925915096,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68564.0,1928,1,100,87.3,6.0,0.0,46.7,40.754218,-73.970865,6.0,90.0,5.882486384538237,3.8437441646748516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231346.0,1958,1,100,36.3,9.3,0.0,41.75,40.77554,-73.962685,8.0,142.0,3.6888794541139363,3.7316994512968646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119788.0,1929,1,95,124.6,4.8,0.8,154.33,40.859089000000004,-73.927688,12.0,283.0,6.60934924316738,5.03909316691274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142209.0,1996,1,100,98.4,9.8,0.7,31.3,40.763595,-73.962154,8.0,110.0,5.818003618746224,3.4436180975461075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72000.0,1956,1,100,150.4,,,98.35,40.647878000000006,-73.962789,14.0,512.0,6.37519516307014,4.5885325448350684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52001.0,1927,1,100,102.5,3.6,1.0,,40.882892,-73.879933,7.0,431.0,5.514234872770507,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119662.0,1953,1,100,81.0,5.2,0.7,55.13,40.593173,-73.939512,15.0,59402.0,5.989212012054688,4.009694032601592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108401.0,1968,1,100,56.3,0.8,0.6,,40.806948999999996,-73.96709200000001,9.0,199.0,5.705780477318874,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130500.0,1962,1,100,25.5,4.3,0.1,109.31,,,,,4.255612709818223,4.694187882305744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62500.0,1935,1,100,70.0,2.9,0.6,46.7,40.603515,-73.99216700000001,11.0,296.0,5.444147814759576,3.8437441646748516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559755.0,1960,1,90,68.0,13.3,0.0,20.63,40.751616999999996,-73.97381899999999,6.0,88.0,2.760009940032921,3.0267463270831603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90605.0,1970,1,100,143.4,21.6,,23.72,40.752555,-73.970202,6.0,90.0,,3.1663185741295248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99039.0,1985,1,100,73.3,6.1,0.6,,40.775859000000004,-73.956132,8.0,138.0,5.688668836846153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105840.0,1931,1,100,124.0,2.8,1.2,97.66,40.618485,-73.992673,11.0,252.0,6.606920419952056,4.581492058633514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81315.0,1973,1,100,87.0,4.0,0.1,110.14,40.86547,-73.891472,7.0,40502.0,6.177113893994611,4.7017522838343355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108214.0,1923,1,100,55.0,8.8,0.0,19.54,40.751677,-73.98823399999999,5.0,109.0,5.284218442168535,2.972463646614637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68200.0,1922,1,100,30.9,4.5,0.1,,40.833985,-73.91823199999999,4.0,197.0,4.231203744939298,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109640.0,1962,1,100,67.0,4.2,0.6,,40.602524,-73.996827,11.0,290.0,5.711750644305378,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177679.0,1906,1,100,67.9,5.5,0.5,25.6,40.787023,-73.968085,7.0,173.0,6.134048590563775,3.242592351485517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67125.0,1940,1,100,40.8,5.0,0.3,,40.707522999999995,-73.929237,1.0,453.0,4.400603020246817,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125495.0,1922,1,90,24.7,7.1,,22.83,40.761081,-73.97323,5.0,102.0,,3.1280754605417043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76860.0,1923,1,100,17.0,3.4,0.1,60.59,40.871272999999995,-73.90248000000001,8.0,273.0,3.0252910757955354,4.104129862956897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478828.0,2009,1,100,72.2,11.0,0.3,30.41,40.774566,-73.99132,7.0,151.0,6.807050574860505,3.4147715016892732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64200.0,1941,1,100,106.1,,,52.06,40.613853000000006,-73.968524,12.0,440.0,5.802420444553201,3.9523968995664194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104778.0,1970,1,100,57.5,2.8,0.5,37.73,,,,,5.85821882796062,3.6304555339762192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235440.0,1962,4,100,79.6,5.4,0.6,46.28,,,,,6.621938133139868,3.834709902325476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336025.0,1931,1,70,60.1,12.5,,12.27,40.703953999999996,-74.01159200000001,1.0,9.0,,2.50715725872282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66937.0,2008,1,100,47.4,5.7,0.3,14.95,40.742628,-73.994197,4.0,91.0,4.65586330030361,2.7047112998366956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63000.0,1926,1,80,130.9,5.4,1.1,,40.645831,-73.962401,14.0,512.0,5.966146739123692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236544.0,1977,1,100,112.1,9.0,0.9,40.87,40.776486,-73.98214200000001,7.0,153.0,6.829901839777273,3.7103962975761857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253093.0,1963,1,100,69.0,6.0,0.5,115.81,,,,,6.568358770843678,4.751950917196286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151800.0,1958,1,100,53.0,2.6,0.0,30.66,40.898874,-73.874073,12.0,44901.0,6.18353014285133,3.422958873443668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86314.0,1985,1,100,88.7,10.9,0.0,,40.74883,-73.982171,6.0,82.0,0.5877866649021191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80328.0,1924,1,100,61.1,4.0,0.5,24.53,40.788416999999995,-73.978184,7.0,171.0,5.303802296778606,3.199896858270398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362850.0,1931,1,85,71.0,12.3,0.0,,40.754927,-73.98666,5.0,113.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78000.0,1908,1,100,68.5,11.3,0.3,19.55,40.738999,-73.992989,5.0,54.0,4.844187086458591,2.972975286431375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52326.0,1927,1,100,72.9,0.7,0.8,54.68,40.847544,-73.94064,12.0,255.0,5.449320240084564,4.001498011855749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51000.0,1935,1,100,85.0,3.3,0.8,62.27,40.610845,-73.952984,15.0,550.0,5.322033893165353,4.13147976888436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000.0,1922,1,100,14.5,2.8,0.0,,40.866413,-73.894132,7.0,40304.0,3.966511190712216,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64020.0,1942,1,100,79.9,4.8,0.2,76.91,40.763765,-73.985694,4.0,133.0,5.583872177983643,4.342635907068963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51840.0,1929,1,100,112.2,4.9,1.0,73.68,40.635293,-73.988265,12.0,234.0,5.59879226079857,4.299731391947051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139405.0,1928,1,100,62.6,11.4,0.0,14.97,40.752835,-73.96949000000001,6.0,90.0,5.648269764725942,2.706048198431537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107869.0,1926,1,100,82.6,4.2,0.7,42.31,40.797498,-73.971558,7.0,187.0,5.9707515055104405,3.7450234647319762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76000.0,1963,1,100,95.3,5.4,0.1,11.99,40.590984999999996,-73.975685,15.0,386.0,6.162261618049983,2.4840729690394228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78274.0,1911,1,100,47.7,3.1,0.4,37.44,40.745971000000004,-73.992295,5.0,95.0,4.92870191133357,3.622739651609391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53784.0,1931,1,100,71.3,3.5,0.0,80.12,40.662742,-73.94470799999999,9.0,329.0,5.457881936219375,4.383525510797617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203436.0,1922,1,100,55.9,3.3,0.4,24.01,40.792081,-73.977241,7.0,179.0,6.334344780024526,3.178470410233162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92768.0,1987,1,100,99.4,8.4,0.7,89.44,40.612691999999996,-73.961598,14.0,542.0,5.841803772553575,4.493568009406789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207887.0,1963,1,100,98.1,13.8,,,40.749254,-73.97261,6.0,88.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449355.0,1921,1,100,100.8,12.8,,,40.708356,-74.014814,1.0,13.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144834.0,2002,1,100,89.7,13.3,,37.59,40.755005,-73.966858,6.0,98.0,,3.6267380575760866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70280.0,1890,1,100,7.7,2.1,0.0,5.62,40.755117999999996,-73.980754,5.0,96.0,0.26236426446749106,1.7263316639055997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222000.0,1935,1,100,54.9,3.1,0.4,32.82,40.63494,-73.966089,14.0,526.0,6.445561076627883,3.4910380856619447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65700.0,1935,1,100,83.1,3.6,0.1,88.74,,,,,5.943324171780047,4.4857107459507635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534244.0,1976,1,85,113.6,10.3,,104.73,40.761275,-73.969938,5.0,11203.0,,4.651385609785055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119013.0,1928,1,100,99.8,8.4,0.8,124.37,40.865415000000006,-73.86774799999999,11.0,33202.0,6.108358298579481,4.82326099366565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124492.0,1935,2,100,87.7,3.8,0.7,53.51,40.871924,-73.890225,7.0,40701.0,6.199697485686437,3.979868552323213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81030.0,1926,1,100,69.0,3.8,0.0,37.34,40.793116,-73.968161,7.0,181.0,5.81740873473106,3.6200651381135764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124648.0,1929,1,100,61.9,6.3,0.2,,40.779414,-73.957249,8.0,14801.0,5.846727750641299,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64716.0,1931,1,100,88.8,3.9,0.8,54.44,,,,,5.554508771908447,3.9970991777832654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90426.0,1987,1,100,56.3,4.3,0.4,14.31,40.699799,-73.995611,2.0,1.0,5.281679725395013,2.6609585935683597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64920.0,1932,1,100,80.0,3.7,0.7,,,,,,5.446306244261486,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54854.0,2013,1,100,71.0,7.3,0.5,56.7,40.655121,-73.873052,5.0,1070.0,4.73795129722191,4.037774210733707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78318.0,1923,1,100,108.4,6.2,,25.03,40.862427000000004,-73.929087,12.0,285.0,6.242028693998184,3.2200751054436827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232631.0,1956,1,100,116.7,8.1,0.0,54.99,,,,,7.131538625583686,4.007151350519723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179575.0,1984,1,100,46.3,10.4,0.1,18.28,,,,,4.6443908991413725,2.905807566026004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268106.0,1984,1,100,80.2,19.0,,18.37,40.757943,-73.971322,5.0,100.0,,2.9107188992270343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65952.0,1953,1,100,16.3,4.8,,,40.634155,-74.02480600000001,10.0,68.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202800.0,1979,1,100,80.3,4.2,0.7,55.13,,,,,6.5641375742000525,4.009694032601592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000.0,1927,1,100,119.6,4.1,1.1,132.16,,,,,6.430203231979072,4.884013309772668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71000.0,1956,1,100,88.8,5.1,0.8,159.02,,,,,5.589866950526307,5.069029980473338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107668.0,1977,1,100,177.3,5.7,1.6,89.59,40.87696,-73.836309,12.0,46202.0,6.799167338565238,4.495243706609487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171935.0,1984,1,100,57.9,2.9,0.5,,40.638279,-74.073756,1.0,3.0,6.5384292174898455,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100124.0,1920,1,100,71.0,10.3,,24.34,40.721858000000005,-74.007082,1.0,33.0,5.402677381872279,3.1921210875593813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126438.0,2013,1,95,65.6,8.4,0.4,,40.577273,-73.958991,13.0,61002.0,5.4053764388414445,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51284.0,1900,1,100,94.5,16.0,0.4,17.07,40.735319,-73.99165,5.0,52.0,4.746669748261791,2.837322536806349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84530.0,1925,1,100,72.5,3.6,0.7,31.62,40.674831,-73.969061,8.0,207.0,5.672979565501156,3.453789831781326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59148.0,1940,1,90,90.4,3.1,0.9,,40.623373,-74.026174,10.0,138.0,5.520660597691477,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145708.0,1920,8,100,71.7,4.2,0.6,31.27,40.824227,-73.939223,10.0,234.0,6.194813471094013,3.44265917146975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
